FULL_CODE,PAR_CODE,PAR_NAME,DUN_CODE,DUN_NAME,DM_CODE,DM_NAME,POPULATION
167/01/01,167,KUDAT,01,BANGGI,01,Limbuak,462
167/01/02,167,KUDAT,01,BANGGI,02,Kapitangan,350
167/01/03,167,KUDAT,01,BANGGI,03,Sabur,364
167/01/04,167,KUDAT,01,BANGGI,04,Karakit,953
167/01/05,167,KUDAT,01,BANGGI,05,Malawali,104
167/01/06,167,KUDAT,01,BANGGI,06,Balambangan,278
167/01/07,167,KUDAT,01,BANGGI,07,Maliu,773
167/01/08,167,KUDAT,01,BANGGI,08,Dagotan,237
167/01/09,167,KUDAT,01,BANGGI,09,Lok Agong,329
167/01/10,167,KUDAT,01,BANGGI,10,Sebogoh,125
167/01/11,167,KUDAT,01,BANGGI,11,Loktohog,456
167/01/12,167,KUDAT,01,BANGGI,12,Laksian,356
167/01/13,167,KUDAT,01,BANGGI,13,Palak,308
167/01/14,167,KUDAT,01,BANGGI,14,Tigabu,390
167/02/01,167,KUDAT,02,BENGKOKA,01,Mengkubau,708
167/02/02,167,KUDAT,02,BENGKOKA,02,Tanjung Piring,462
167/02/03,167,KUDAT,02,BENGKOKA,03,Mangkapon,674
167/02/04,167,KUDAT,02,BENGKOKA,04,Kanibongan,1710
167/02/05,167,KUDAT,02,BENGKOKA,05,Pantai,957
167/02/06,167,KUDAT,02,BENGKOKA,06,Kebatasan,1601
167/02/07,167,KUDAT,02,BENGKOKA,07,Penapak,975
167/02/08,167,KUDAT,02,BENGKOKA,08,Dandun,1381
167/02/09,167,KUDAT,02,BENGKOKA,09,Senaja,810
167/02/10,167,KUDAT,02,BENGKOKA,10,Pandan,754
167/03/01,167,KUDAT,03,PITAS,01,Telaga,859
167/03/02,167,KUDAT,03,PITAS,02,Kalumpang,1545
167/03/03,167,KUDAT,03,PITAS,03,Salimpodon,1386
167/03/04,167,KUDAT,03,PITAS,04,Pitas,1265
167/03/05,167,KUDAT,03,PITAS,05,Liu,457
167/03/06,167,KUDAT,03,PITAS,06,Malubang,382
